Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude,Agency Description,Color Description,Body Style Description
4273304814,2015-12-30T00:00:00.000,711,,,CA,201605,,HOND,PA,GN,1117 WILTON PL N,00401,54,80.69AP+,NO STOP/STANDING,93,6466396.8,1841641.1,,,
4273304825,2015-12-30T00:00:00.000,712,,,CA,201510,,MITS,PA,WT,1117 WILTON PL N,00401,54,80.69AP+,NO STOP/STANDING,93,6466396.8,1841641.1,,,
4273304836,2015-12-30T00:00:00.000,716,,,TX,201604,,HOND,PA,GY,855 WILTON PL N,00401,54,80.69AP+,NO STOP/STANDING,93,6466481.7,1843215.7,,,
4273304840,2015-12-30T00:00:00.000,719,,,AZ,201602,,ACUR,PA,RD,425 WILTON PL N,00401,54,80.69AP+,NO STOP/STANDING,93,6466548.2,1846802.8,,,
4273304851,2015-12-30T00:00:00.000,732,47,,CA,201612,,TOYT,VN,WT,6911 OAKWOOD AVE W,00401,54,80.58L,PREFERENTIAL PARKING,68,99999,99999,,,
4273304862,2015-12-30T00:00:00.000,734,47,,CA,201610,,HOND,PA,GY,A/F 6911 OAKWOOD AVE W,00401,54,80.58L,PREFERENTIAL PARKING,68,99999,99999,,,
4273304873,2015-12-30T00:00:00.000,737,47,,CA,201607,,MERZ,PA,WT,A/F 7000 OAKWOOD AVE W,00401,54,80.58L,PREFERENTIAL PARKING,68,6457815.8,1851046.6,,,
4273307894,2015-12-30T00:00:00.000,801,AE156,,CA,,,FORD,PU,WT,701 2ND ST E,00661,56,88.13B+,METER EXP.,63,6485614,1842580.4,,,
4273307905,2015-12-30T00:00:00.000,805,AE116,,CA,10,,NISS,PA,GY,200 ROSE ST,00661,56,88.13B+,METER EXP.,63,6489850.4,1839630.4,,,
4273307916,2015-12-30T00:00:00.000,810,LT60,,CA,,,AUDI,PA,GY,375 2ND ST E,00661,56,88.13B+,METER EXP.,63,6486699.5,1841733.3,,,
4273307920,2015-12-30T00:00:00.000,815,,,CA,5,,GMC,VN,WT,350 1ST ST E,00661,56,5204A-,DISPLAY OF TABS,25,6487133,1842123.1,,,
4273307931,2015-12-30T00:00:00.000,818,LT280,,CA,10,,MAZD,PA,GY,223 CENTRAL AVE S,00661,56,88.13B+,METER EXP.,63,6489139.8,1839702.7,,,
4273307942,2015-12-30T00:00:00.000,959,CB3748,,CA,9,,TOYT,PA,SL,509 LOS ANGELES ST S,00661,56,88.13B+,METER EXP.,63,6486634.7,1839193.9,,,
4273307953,2015-12-30T00:00:00.000,1004,,,CA,11,,HOND,PA,SL,501 MAPLE AVE S,00661,56,80.56E4+,RED ZONE,93,6486971.9,1839000.5,,,
4273307964,2015-12-30T00:00:00.000,1009,CB2492A,,CA,,,LEXS,PA,SL,649 WALL ST S,00661,56,88.03A,OUTSIDE LINES/METER,58,6486594.6,1838020.8,,,
4273307975,2015-12-30T00:00:00.000,1018,CB2556,,CA,12,,VOLV,PA,WT,770 WALL ST S,00661,56,88.13B+,METER EXP.,63,6485972.2,1837267,,,
4273307986,2015-12-30T00:00:00.000,1029,CB2284C,,CA,11,,HOND,PA,BL,825 SAN PEDRO ST S,00661,56,88.13B+,METER EXP.,63,6486117.5,1836385,,,
4273307990,2015-12-30T00:00:00.000,1031,ED102,,CA,5,,FORD,PA,GO,700 8TH ST E,00661,56,88.13B+,METER EXP.,63,6483199.6,1839427.4,,,
4273308001,2015-12-30T00:00:00.000,1047,CB2190,,NY,4,,TOYT,PA,BL,733 SAN JULIAN ST S,00661,56,88.13B+,METER EXP.,63,6486479.9,1837256.8,,,
4273310661,2015-12-30T00:00:00.000,944,CB3795A,,CA,201607,,OTHR,PA,WT,448 LOS ANGELES ST S,00667,56,88.13B+,METER EXP.,63,6486804.8,1839402.1,,,
4273310672,2015-12-30T00:00:00.000,951,CB1852B,,CA,201604,,TOYT,PA,MR,245 WINSTON ST,00667,56,88.03A,OUTSIDE LINES/METER,58,6487051.3,1839221.3,,,
4273310683,2015-12-30T00:00:00.000,1004,LT369,,CA,201603,,CHEV,PA,GY,355 BOYD ST,00667,56,88.13B+,METER EXP.,63,6487934.2,1839544,,,
4273310694,2015-12-30T00:00:00.000,1008,LT299,,CA,201506,,BUIC,PA,GO,307 WALL ST S,00667,56,88.03A,OUTSIDE LINES/METER,58,6487789.1,1839869.6,,,
4273310705,2015-12-30T00:00:00.000,1009,,,CA,201506,,BUIC,PA,GO,307 WALL ST S,00667,56,5204A-,DISPLAY OF TABS,25,6487789.1,1839869.6,,,
4273310716,2015-12-30T00:00:00.000,1031,CB693,,CA,201608,,FORD,PA,GY,828 MAPLE AVE S,00667,56,88.13B+,METER EXP.,63,6485443.9,1837197.8,,,
4273310720,2015-12-30T00:00:00.000,1033,,,CA,201611,,HOND,PA,RD,817 MAPLE AVE S,00667,56,22500H,DOUBLE PARKING,68,6485501.9,1837258.5,,,
4273310731,2015-12-30T00:00:00.000,1035,,,CA,201508,,CHEV,PA,GY,820 MAPLE AVE S,00667,56,5204A-,DISPLAY OF TABS,25,6485482.6,1837238.3,,,
4273310742,2015-12-30T00:00:00.000,1057,CB2510,,CA,201601,,FORD,PA,BL,538 WALL ST S,00667,56,88.13B+,METER EXP.,63,6487052.3,1838611.8,,,
4273310753,2015-12-30T00:00:00.000,1127,,,CA,201607,,TOYT,PA,WT,206 6TH ST E,00667,56,80.56E4+,RED ZONE,93,6485621.3,1839217,,,
4273310764,2015-12-30T00:00:00.000,1133,CB715A,,CA,201606,,HOND,PA,SL,809 MAPLE AVE S,00667,56,88.13B+,METER EXP.,63,6485540.5,1837298.9,,,
4273310775,2015-12-30T00:00:00.000,1135,CB718,,CA,201701,,FORD,PA,GN,823 MAPLE AVE S,00667,56,88.13B+,METER EXP.,63,6485472.9,1837228.2,,,
4273310786,2015-12-30T00:00:00.000,1148,,,CA,201607,,PORS,PA,WT,834 SAN PEDRO ST S,00667,56,80.56E4+,RED ZONE,93,6486078,1836340,,,
4273310790,2015-12-30T00:00:00.000,1149,,,CA,201607,,PORS,PA,WT,834 SAN PEDRO ST S,00667,56,5200,DISPLAY OF PLATES,25,6486078,1836340,,,
4273310801,2015-12-30T00:00:00.000,1201,CB2547,,CA,,,BMW,PA,BK,755 WALL ST S,00667,56,88.13B+,METER EXP.,63,6486066.4,1837372.8,,,
4273310812,2015-12-30T00:00:00.000,1201,,,CA,,,BMW,PA,BK,755 WALL ST S,00667,56,5200,DISPLAY OF PLATES,25,6486066.4,1837372.8,,,
4273310823,2015-12-30T00:00:00.000,1207,,,CA,201601,,DODG,PA,WT,740 WALL ST S,00667,56,80.56E2,YELLOW ZONE,58,6486148.9,1837465.4,,,
4273310834,2015-12-30T00:00:00.000,1208,,,CA,201601,,DODG,PA,WT,740 WALL ST S,00667,56,5200,DISPLAY OF PLATES,25,6486148.9,1837465.4,,,
4273310845,2015-12-30T00:00:00.000,1351,CB2286,,CA,201611,,HYUN,PA,WT,847 SAN PEDRO ST S,00667,56,88.13B+,METER EXP.,63,6486030.6,1836286,,,
4273310856,2015-12-30T00:00:00.000,1403,,,CA,201607,,HOND,PA,WT,710 SAN JULIAN ST S,00667,56,5200,DISPLAY OF PLATES,25,6486137.6,1836919.4,,,
4273310860,2015-12-30T00:00:00.000,1438,LT212A,,CA,201604,,FORD,PA,SL,321 3RD ST E,00667,56,88.13B+,METER EXP.,63,6486472.1,1841073.1,,,
4273310871,2015-12-30T00:00:00.000,1440,LT24,,CA,201601,,HOND,PA,SL,312 3RD ST E,00667,56,88.13B+,METER EXP.,63,6486498.5,1841052.4,,,
4273310882,2015-12-30T00:00:00.000,1505,,,CA,201601,,HYUN,PA,BK,211 7TH ST E,00667,56,80.69AP+,NO STOP/STANDING,93,6485091,1838793.8,,,
4273310893,2015-12-30T00:00:00.000,1506,,,CA,201605,,FRHT,TK,WT,215 7TH ST E,00667,56,80.69AP+,NO STOP/STANDING,93,6485062,1838816.3,,,
4273315981,2015-12-30T00:00:00.000,929,,,CA,201611,,NISS,PU,GY,950 BIRCH ST,00667,56,22500H,DOUBLE PARKING,68,6488282.4,1833731.8,,,
4273315992,2015-12-30T00:00:00.000,1017,LT303A,,NY,201604,,TOYT,PA,SL,340 WALL ST S,00667,56,88.13B+,METER EXP.,63,6487654.1,1839593.4,,,
4273316003,2015-12-30T00:00:00.000,1032,CB2425,,CA,201512,,CHEV,PA,BL,756 SAN PEDRO ST S,00667,56,88.13B+,METER EXP.,63,6486517.5,1836841.3,,,
4273325081,2015-12-30T00:00:00.000,34,,,CA,201607,,UNK,PA,SL,6401 SELMA AVE,00401,54,80.69B,NO PARKING,73,6461907.6,1858855.4,,,
4273325092,2015-12-30T00:00:00.000,40,,,CA,201609,,NISS,PA,GY,1714 NORTH LAS PALMAS AVENUE,00401,54,80.69B,NO PARKING,73,6459906.8,1859685,,,
4273325103,2015-12-30T00:00:00.000,41,,,CA,201612,,KIA,PA,GN,1714 NORTH LAS PALMAS AVENUE,00401,54,80.69B,NO PARKING,73,6459906.8,1859685,,,
4273325114,2015-12-30T00:00:00.000,43,,,CA,201601,,SUBA,PA,BK,1843 NORTH CHEROKEE AVENUE,00401,54,80.56E1,WHITE ZONE,58,6460326.5,1860417,,,
4273325125,2015-12-30T00:00:00.000,46,,,CA,201604,,FORD,PA,WT,1861 WHITLEY AVE,00401,54,80.56E1,WHITE ZONE,58,6460756.3,1860544.8,,,
4273325136,2015-12-30T00:00:00.000,51,,,CA,201602,,JEEP,PA,BK,1901 VINE STREET,00401,54,80.69B,NO PARKING,73,6463218.4,1860978.6,,,
4273325140,2015-12-30T00:00:00.000,56,,,CA,201601,,TOYT,PA,BK,2006 ARGYLE AVENUE,00401,54,80.56E4+,RED ZONE,93,6463217.9,1861566.3,,,
4273325151,2015-12-30T00:00:00.000,104,,,CA,201609,,ACUR,PA,BK,1763 TAMARIND AVE,00401,54,22500F,PARKED ON SIDEWALK,68,6464962.4,1860167.4,,,
4273325162,2015-12-30T00:00:00.000,106,,,CA,201508,,VOLK,PA,OT,1701 TAMARIND AVE,00401,54,5204A-,DISPLAY OF TABS,25,6464914.9,1860028.8,,,
4273328463,2015-12-30T00:00:00.000,1039,SV608,,CA,201601,,HOND,PA,GY,1501 LAS PALMAS AV N,00492,54,88.13B+,METER EXP.,63,6459850.1,1858208.2,,,
4273328474,2015-12-30T00:00:00.000,1057,96,,CA,201606,,HYUN,PA,SL,1782 ORANGE DR N,00492,54,80.58L,PREFERENTIAL PARKING,68,6458210.6,1860293.3,,,
4273328485,2015-12-30T00:00:00.000,1108,96,,OK,,,CHEV,VN,WT,1737 SYCAMORE AVE N,00492,54,80.58L,PREFERENTIAL PARKING,68,6457731,1859847.3,,,
4273328496,2015-12-30T00:00:00.000,1118,79,,CA,201510,,SUBA,PA,BK,1810 LA BREA AVE N,00492,54,80.58L,PREFERENTIAL PARKING,68,6456955.6,1860331.5,,,
4273328500,2015-12-30T00:00:00.000,1127,79,,CA,201601,,HYUN,PA,GY,1820 N EL CERRITO PL,00492,54,80.58L,PREFERENTIAL PARKING,68,6457250.7,1860510.6,,,
4273328511,2015-12-30T00:00:00.000,1136,72,,CA,201611,,CHEV,PA,WT,1801 VISTA ST N,00492,54,80.58L,PREFERENTIAL PARKING,68,6455147.6,1860217.1,,,
4273328522,2015-12-30T00:00:00.000,1206,SG206A,,WA,201605,,BMW,PA,GY,7950 SUNSET BLVD,00492,54,88.03A,OUTSIDE LINES/METER,58,6451992.3,1858259.6,,,
4273328533,2015-12-30T00:00:00.000,1318,96,,CA,201604,,TOYT,VN,BL,1731 SYCAMORE AVE N,00492,54,80.58L,PREFERENTIAL PARKING,68,6457731.1,1859791.1,,,
4273328544,2015-12-30T00:00:00.000,1332,79,,CA,201604,,LEXS,PA,OT,1850 LA BREA AVE N,00492,54,80.58L,PREFERENTIAL PARKING,68,6456925.6,1860468.1,,,
4273328555,2015-12-30T00:00:00.000,1339,79,,TX,201610,,TOYT,VN,SL,1800 N EL CERRITO PL,00492,54,80.58L,PREFERENTIAL PARKING,68,6457275.3,1860413.2,,,
4273328566,2015-12-30T00:00:00.000,1358,SG119,,CA,201604,,HYUN,PA,WT,7200 SUNSET BL,00492,54,88.13B+,METER EXP.,63,6456593.8,1858221.5,,,
4273328570,2015-12-30T00:00:00.000,1439,SV509,,CA,201605,,TOYT,PA,BK,5901 SUNSET BL,00492,54,88.13B+,METER EXP.,63,6465406.2,1858216,,,
4273328581,2015-12-30T00:00:00.000,1450,HO278,,NV,201606,,TOYT,PA,BK,6300 SELMA AV,00492,54,88.13B+,METER EXP.,63,6462771.4,1858859.1,,,
4273328592,2015-12-30T00:00:00.000,1504,HO596,,CA,201604,,FORD,PA,WT,1700 WILCOX AV,00492,54,88.13B+,METER EXP.,63,6461453.8,1857874.1,,,
4273328603,2015-12-30T00:00:00.000,1509,HO619,,CA,201607,,KIA,PA,BL,1701 WILCOX AV,00492,54,88.13B+,METER EXP.,63,6461453.8,1857874.1,,,
4273328614,2015-12-30T00:00:00.000,1611,96,,CA,201610,,HYUN,PA,BK,1760 N EL CERRITO PL,00492,54,80.58L,PREFERENTIAL PARKING,68,6457289.5,1860120.8,,,
4273328625,2015-12-30T00:00:00.000,1621,79,,CA,201607,,TOYT,PA,BK,1850 LA BREA AVE N,00492,54,80.58L,PREFERENTIAL PARKING,68,6456925.6,1860468.1,,,
4273328636,2015-12-30T00:00:00.000,1629,SG394,,CA,201602,,TOYT,PA,GY,1400 FORMOSA AV N,00492,54,88.13B+,METER EXP.,63,6456839.8,1857559.4,,,
4273328640,2015-12-30T00:00:00.000,1647,31,,CA,201603,,FORD,PA,GY,5343 W VIRGINIA AVE,00492,54,80.58L,PREFERENTIAL PARKING,68,99999,99999,,,
4273328651,2015-12-30T00:00:00.000,1701,SW413,,CA,201601,,PLYM,PA,RD,5200 SANTA MONICA BL,00492,54,88.13B+,METER EXP.,63,6469845.9,1855566.7,,,
4273328662,2015-12-30T00:00:00.000,1711,SVV498,,CA,201603,,AUDI,PA,WT,4600 WILLOW BROOK AV,00492,54,88.13B+,METER EXP.,63,6473337.5,1855061.1,,,
4273334962,2015-12-30T00:00:00.000,1105,79,,CA,201611,,CHEV,PA,RD,1780 EL CERRITO PL,00485,54,80.58L,PREFERENTIAL PARKING,68,6457282,1860276.8,,,
4273334973,2015-12-30T00:00:00.000,1115,96,,KS,201612,,FORD,PA,WT,1780 EL CERRITO PL,00485,54,80.58L,PREFERENTIAL PARKING,68,6457282,1860276.8,,,
4273334984,2015-12-30T00:00:00.000,1153,HO521,,CA,201611,,TOYT,PA,GY,1701 VINE ST,00485,54,88.13B+,METER EXP.,63,6462769.9,1859525.1,,,
4273334995,2015-12-30T00:00:00.000,1203,HO432,,CA,201611,,HOND,PA,BK,1700 ARGYLE AV,00485,54,88.13B+,METER EXP.,63,6463226.1,1859527.2,,,
4273335006,2015-12-30T00:00:00.000,1233,,,CA,201603,,FORD,PA,GY,3531 WONDER VIEW DR,00485,54,80.69B,NO PARKING,73,99999,99999,,,
4273335010,2015-12-30T00:00:00.000,1258,,,TN,201611,,INFI,PA,BK,7041 HOLLYWOOD BLVD,00485,54,80.56E4+,RED ZONE,93,99999,99999,,,
4273335021,2015-12-30T00:00:00.000,1312,,,CA,,,TOYT,PA,RD,1500 LAS PALMAS AVE N,00485,54,80.56E4+,RED ZONE,93,6459850.1,1858208.2,,,
4273335032,2015-12-30T00:00:00.000,1428,,,CA,201505,,TOYT,PA,GN,7251 HILLSIDE AVE,00485,54,5204A-,DISPLAY OF TABS,25,6456450.9,1860635.7,,,
4273335043,2015-12-30T00:00:00.000,1439,,,CA,201607,,FORD,PA,SL,1700 EL CERRITO PL,00485,54,80.56E2,YELLOW ZONE,58,6457318,1859535.3,,,
4273335054,2015-12-30T00:00:00.000,1442,96,,CA,,,TOYT,PU,BL,1780 EL CERRITO PL,00485,54,80.58L,PREFERENTIAL PARKING,68,6457282,1860276.8,,,
4273336130,2015-12-30T00:00:00.000,1023,,,MX,,,FORD,PA,TN,6461 VINELAND AVE,00395,53,80.69BS,NO PARK/STREET CLEAN,73,6449675.5,1890781.7,,,
4273336141,2015-12-30T00:00:00.000,1027,,,CA,10,,FRHT,TK,BK,6402 FAIR AVE,00395,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273336152,2015-12-30T00:00:00.000,1030,,,CA,6,,FORD,PA,SL,11043 KITTRIDGE ST,00395,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273336163,2015-12-30T00:00:00.000,1035,,,CA,1,,CHEV,PA,BK,11050 VANOWEN ST,00395,53,80.69BS,NO PARK/STREET CLEAN,73,6449408.2,1893168.7,,,
4273336174,2015-12-30T00:00:00.000,1035,,,CA,10,,TOYT,PU,GY,11050 VANOWEN ST,00395,53,80.69BS,NO PARK/STREET CLEAN,73,6449408.2,1893168.7,,,
4273336185,2015-12-30T00:00:00.000,1036,,,CA,7,,FORD,PU,WT,11050 VANOWEN ST,00395,53,80.69BS,NO PARK/STREET CLEAN,73,6449408.2,1893168.7,,,
4273336196,2015-12-30T00:00:00.000,1042,,,CA,2,,PONT,PA,GN,6522 TUJUNGA AVE,00395,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273336200,2015-12-30T00:00:00.000,1046,,,CA,5,,CHEV,PU,BK,6613 IRVINE AVE,00395,53,80.56E4+,RED ZONE,93,6445068.3,1891944.9,,,
4273336211,2015-12-30T00:00:00.000,1129,,,CA,7,,CHEV,PU,BK,15155 MOORPARK ST,00395,53,80.69B,NO PARKING,73,6421544.9,1878854.2,,,
4273336222,2015-12-30T00:00:00.000,1133,,,CA,6,,MAZD,PA,SL,15357 CAMARILLO ST,00395,53,80.69B,NO PARKING,73,6420195.8,1880060.8,,,
4273336233,2015-12-30T00:00:00.000,1310,,,CA,1,,FORD,PA,BK,12600 KILLION ST,00395,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273336244,2015-12-30T00:00:00.000,1319,,,CA,1,,HOND,PA,GY,12726 VANOWEN ST,00395,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273336255,2015-12-30T00:00:00.000,1321,,,CA,8,,VOLK,PA,WT,12714 VANOWEN ST,00395,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273336266,2015-12-30T00:00:00.000,1321,,,CA,11,,FORD,PA,RD,12708 VANOWEN ST,00395,53,80.69BS,NO PARK/STREET CLEAN,73,6437797,1893213,,,
4273336270,2015-12-30T00:00:00.000,1542,,,CA,1,,MERZ,PA,TN,16700 VENTURA BLVD,00395,53,80.70,NO STOPPING/ANTI-GRI,163,6411303.8,1880365.2,,,
4273336281,2015-12-30T00:00:00.000,1544,,,CA,2,,LEXS,PA,BK,16744 VENTURA BLVD,00395,53,80.70,NO STOPPING/ANTI-GRI,163,99999,99999,,,
4273336292,2015-12-30T00:00:00.000,1549,,,CA,,,MERZ,PA,SL,16100 VENTURA BLVD,00395,53,80.70,NO STOPPING/ANTI-GRI,163,6415356.4,1879639.8,,,
4273336303,2015-12-30T00:00:00.000,1551,,,CA,2,,MAZD,PA,WT,16112 VENTURA BLVD,00395,53,80.70,NO STOPPING/ANTI-GRI,163,6415276.4,1879653.4,,,
4273336314,2015-12-30T00:00:00.000,1558,,,CA,11,,FORD,PU,GY,4630 WOODLEY AVE,00395,53,80.69B,NO PARKING,73,6415355.1,1879321.9,,,
4273336325,2015-12-30T00:00:00.000,1617,,,CA,10,,BUIC,PA,GY,5100 WOODMAN AVE,00395,53,22514,FIRE HYDRANT,68,6431213.5,1882006.4,,,
4273336336,2015-12-30T00:00:00.000,1636,,,CA,3,,MERZ,PA,SL,6535 FULTON AVE,00395,53,80.56E4+,RED ZONE,93,6433890.6,1891545.6,,,
4273336340,2015-12-30T00:00:00.000,1650,,,CA,4,,FORD,PU,GN,12600 STRATHERN ST,00395,53,80.69B,NO PARKING,73,6438121.7,1901140.4,,,
4273339453,2015-12-29T00:00:00.000,2335,,,CA,201606,,NISS,PA,RD,324 S UNION PL,00642,56,22500E,BLOCKING DRIVEWAY,68,6480605.2,1844374.7,,,
4273339464,2015-12-30T00:00:00.000,1606,,,CA,201610,,MERZ,PA,BK,1911 W WILSHIRE BLVD,00642,56,80.69AP+,NO STOP/STANDING,93,99999,99999,,,
4273339475,2015-12-30T00:00:00.000,1609,,,CA,201602,,HOND,PA,WT,1925 W WILSHIRE BLVD,00642,56,80.69AP+,NO STOP/STANDING,93,99999,99999,,,
4273339486,2015-12-30T00:00:00.000,1615,,,CA,201611,,HOND,PA,BK,2012 W WILSHIRE BLVD,00642,56,80.69AP+,NO STOP/STANDING,93,6478422.7,1843404,,,
4273339490,2015-12-30T00:00:00.000,1625,,,CA,201604,,NISS,PA,WT,130 ALVARADO ST S,00642,56,80.69AP+,NO STOP/STANDING,93,6479643.9,1846459.8,,,
4273339501,2015-12-30T00:00:00.000,1637,,,CO,,,INTL,TK,RD,1901 W BEVERLY BLVD,00642,56,80.69AP+,NO STOP/STANDING,93,99999,99999,,,
4273339512,2015-12-30T00:00:00.000,1639,,,CO,201612,,UNK,TR,WT,1901 W BEVERLY BLVD,00642,56,80.69AP+,NO STOP/STANDING,93,99999,99999,,,
4273339523,2015-12-30T00:00:00.000,1647,,,CA,201605,,FORD,PU,WT,2001 6TH ST W,00642,56,80.69AP+,NO STOP/STANDING,93,6478786.1,1843963.7,,,
4273339534,2015-12-30T00:00:00.000,1706,,,LA,201603,,NISS,PA,GY,1425 11TH ST W,00642,56,80.69AP+,NO STOP/STANDING,93,6479157.5,1839408.2,,,
4273339545,2015-12-30T00:00:00.000,1902,SA145,,CA,201611,,CHRY,PA,WT,1554 W SUNSET BL,00642,56,88.13B+,METER EXP.,63,6483958.1,1850300.5,,,
4273339556,2015-12-30T00:00:00.000,1913,SL637,,CA,201605,,TOYT,PA,WT,1310 N LIBERTY ST,00642,56,88.13B+,METER EXP.,63,6482507,1851131.5,,,
4273339560,2015-12-30T00:00:00.000,1923,SA130,,CA,201606,,MAZD,PA,BK,1159 N LOGAN ST,00642,56,88.13B+,METER EXP.,63,6483174,1850108.3,,,
4273339571,2015-12-30T00:00:00.000,1935,,,CA,201603,,JEEP,PA,BK,1304 7TH ST W,00642,56,80.56E4+,RED ZONE,93,6480557.9,1841548.3,,,
4273339582,2015-12-30T00:00:00.000,1942,WA1063,,CA,201606,,FORD,PU,SL,700 BONNIE BRAE ST S,00642,56,88.13B+,METER EXP.,63,6478507.5,1842668.2,,,
4273339593,2015-12-30T00:00:00.000,1949,WA1067,,CA,201608,,KIA,PA,SL,1800 7TH ST W,00642,56,88.13B+,METER EXP.,63,6478836.6,1842488.6,,,
4273339604,2015-12-30T00:00:00.000,2157,,,CA,201604,,HOND,PA,RD,1421 2ND ST W,00642,56,80.61,STANDNG IN ALLEY,68,6482819,1844621.8,,,
4273339615,2015-12-30T00:00:00.000,2200,,,CA,201604,,HOND,PA,RD,1421 2ND ST W,00642,56,5200,DISPLAY OF PLATES,25,6482819,1844621.8,,,
4273339626,2015-12-30T00:00:00.000,2218,,,CA,201601,,TOYT,PA,GY,1866 14TH ST W,00642,56,80.69B,NO PARKING,73,6476458.8,1838709.1,,,
4273344515,2015-12-30T00:00:00.000,830,,,CA,201602,,TOYT,PA,GY,4400 ROSEWOOD AVE W,00446,54,80.69BS,NO PARK/STREET CLEAN,73,6470694.1,1851273.6,,,
4273344526,2015-12-30T00:00:00.000,832,,,CA,201606,,TOYT,PA,GN,464 NORTH ARDMORE AVENUE,00446,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273344530,2015-12-30T00:00:00.000,833,,,CA,201610,,KIA,PA,SL,464 NORTH ARDMORE AVENUE,00446,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273344541,2015-12-30T00:00:00.000,839,,,CA,201608,,TOYT,PA,BK,520 1/2 NORTH ALEXANDRIA AVENUE,00446,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273344552,2015-12-30T00:00:00.000,841,,,CA,201512,,FORD,PA,GY,538 NORTH ALEXANDRIA AVENUE,00446,54,80.69BS,NO PARK/STREET CLEAN,73,6471412.8,1851587.5,,,
4273344563,2015-12-30T00:00:00.000,843,,,CA,201611,,HOND,PA,BK,4300 CLINTON STREET,00446,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273344574,2015-12-30T00:00:00.000,1015,,,CA,201605,,FORD,PU,WT,715 SOUTH OXFORD AVENUE,00446,54,80.69BS,NO PARK/STREET CLEAN,73,6468430.2,1844138.6,,,
4273344585,2015-12-30T00:00:00.000,1021,,,CA,201609,,HOND,PA,SL,716 SOUTH HARVARD BOULEVARD,00446,54,80.69BS,NO PARK/STREET CLEAN,73,6469538.8,1844127.9,,,
4273344600,2015-12-30T00:00:00.000,1037,,,LA,201704,,STRN,PA,TN,3411 JAMES M WOOD BOULEVARD,00446,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273344611,2015-12-30T00:00:00.000,1041,,,CA,,,FIAT,PA,SL,932 SOUTH SERRANO AVENUE,00446,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273344622,2015-12-30T00:00:00.000,1042,,,CA,201611,,HOND,PA,WT,930 SOUTH SERRANO AVENUE,00446,54,80.69BS,NO PARK/STREET CLEAN,73,6468807,1842486.9,,,
4273344633,2015-12-30T00:00:00.000,1045,,,CA,201603,,MAZD,PA,BL,916 SOUTH SERRANO AVENUE,00446,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273344644,2015-12-30T00:00:00.000,1046,,,CA,201610,,MERZ,PA,RD,916 SOUTH SERRANO AVENUE,00446,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273344655,2015-12-30T00:00:00.000,1132,,,CA,201510,,ACUR,PA,GY,444 NORTH NORTON AVENUE,00446,54,5204A-,DISPLAY OF TABS,25,6465662.2,1851352.5,,,
4273344666,2015-12-30T00:00:00.000,1234,,,CA,,,LEXS,PA,GY,123 NORTH MARIPOSA AVENUE,00446,54,80.69BS,NO PARK/STREET CLEAN,73,6470998.6,1849204.1,,,
4273344670,2015-12-30T00:00:00.000,1241,,,CA,201601,,YAMA,MC,BK,219 SOUTH MARIPOSA AVENUE,00446,54,80.69BS,NO PARK/STREET CLEAN,73,6471076.1,1848282.1,,,
4273344681,2015-12-30T00:00:00.000,1412,VW1452,,CA,201609,,BMW,PA,BK,400 SHATTO PL,00446,54,88.13B+,METER EXP.,63,6473854.1,1846895.8,,,
4273344692,2015-12-30T00:00:00.000,1417,,,CA,201609,,BMW,PA,WT,3700 WEST 4TH STREET,00446,54,80.56E4+,RED ZONE,93,99999,99999,,,
4273347750,2015-12-29T00:00:00.000,2305,98,,CA,201610,,LEXS,PA,BK,2907 SWAN PL,00403,54,80.58L,PREFERENTIAL PARKING,68,6480817.2,1855545.6,,,
4273347761,2015-12-29T00:00:00.000,2307,98,,CA,201602,,TOYT,PA,GY,1750 WEST SILVER LAKE DR,00403,54,80.58L,PREFERENTIAL PARKING,68,6480431.4,1855368.8,,,
4273347772,2015-12-29T00:00:00.000,2309,98,,CA,201608,,TOYT,PA,GY,1745 WEST SILVER LAKE DR,00403,54,80.58L,PREFERENTIAL PARKING,68,6480411.2,1855331.4,,,
4273347783,2015-12-29T00:00:00.000,2311,98,,CA,201610,,HOND,PA,WT,1725 WEST SILVER LAKE DR,00403,54,80.58L,PREFERENTIAL PARKING,68,6480351.7,1855203.6,,,
